StartOfFile: 1/9/19 6:29:00 AM
EndOfFile:   1/23/19 6:29:00 AM
ID:          8c1e29e5-f31f-42b3-8329-7b3235eac4a5
Timestamp NL     :        raw,        kWh,      money, quality (kWh can be kWh, Wh or mWh depending on Precision setting)
2019-01-09 06:29 :    1124221, 1124221000, 23608641000,     0
2019-01-09 06:30 :    1124224, 1124224000, 23608704000,     0
2019-01-09 06:31 :    1124226, 1124226000, 23608746000,     0
2019-01-09 06:32 :    1124228, 1124228000, 23608788000,     0
2019-01-09 06:33 :    1124231, 1124231000, 23608851000,     0
2019-01-09 06:34 :    1124233, 1124233000, 23608893000,     0
2019-01-09 06:35 :    1124235, 1124235000, 23608935000,     0
2019-01-09 06:36 :    1124238, 1124238000, 23608998000,     0
2019-01-09 06:37 :    1124241, 1124241000, 23609061000,     0
2019-01-09 06:38 :    1124246, 1124246000, 23609166000,     0
2019-01-09 06:39 :    1124252, 1124252000, 23609292000,     0
2019-01-09 06:40 :    1124257, 1124257000, 23609397000,     0
2019-01-09 06:41 :    1124262, 1124262000, 23609502000,     0
2019-01-09 06:42 :    1124268, 1124268000, 23609628000,     0
2019-01-09 06:43 :    1124273, 1124273000, 23609733000,     0
2019-01-09 06:44 :     <none>, 1124279000, 23609859000,  7782
2019-01-09 06:45 :     <none>, 1124284000, 23609964000,  7782
2019-01-09 06:46 :     <none>, 1124289000, 23610069000,  7782
2019-01-09 06:47 :     <none>, 1124294000, 23610174000,  7782
2019-01-09 06:48 :     <none>, 1124299000, 23610279000,  7782
2019-01-09 06:49 :    1124304, 1124304000, 23610384000,     0
2019-01-09 06:50 :    1124309, 1124309000, 23610489000,     0
2019-01-09 06:51 :    1124314, 1124314000, 23610594000,     0
2019-01-09 06:52 :    1124319, 1124319000, 23610699000,     0
2019-01-09 06:53 :    1124326, 1124326000, 23610846000,     0
2019-01-09 06:54 :     <none>, 1124328000, 23610888000, 17482
2019-01-09 06:55 :     <none>, 1124330000, 23610930000, 17482
2019-01-09 06:56 :     <none>, 1124332000, 23610972000, 17482
2019-01-09 06:57 :     <none>, 1124333000, 23610993000, 17482
2019-01-09 06:58 :     <none>, 1124334000, 23611014000, 17482
2019-01-09 06:59 :     <none>, 1124335000, 23611035000, 17482
2019-01-09 07:00 :     <none>, 1124336000, 23611056000, 17482
2019-01-09 07:01 :     <none>, 1124337000, 23611077000, 17482
2019-01-09 07:02 :     <none>, 1124338000, 23611098000, 17482
2019-01-09 07:03 :     <none>, 1124339000, 23611119000, 17482
2019-01-09 07:04 :     <none>, 1124340000, 23611140000, 17482
2019-01-09 07:05 :     <none>, 1124341000, 23611161000, 17482
2019-01-09 07:06 :     <none>, 1124342000, 23611182000, 17482
2019-01-09 07:07 :     <none>, 1124343000, 23611203000, 17482
2019-01-09 07:08 :     <none>, 1124344000, 23611224000, 17482
2019-01-09 07:09 :     <none>, 1124345000, 23611245000, 17482
2019-01-09 07:10 :     <none>, 1124346000, 23611266000, 17482
2019-01-09 07:11 :     <none>, 1124347000, 23611287000, 17482
2019-01-09 07:12 :     <none>, 1124348000, 23611308000, 17482
2019-01-09 07:13 :     <none>, 1124349000, 23611329000, 17482
2019-01-09 07:14 :     <none>, 1124350000, 23611350000, 17482
2019-01-09 07:15 :     <none>, 1124351000, 23611371000, 17482
2019-01-09 07:16 :     <none>, 1124352000, 23611392000, 17482
2019-01-09 07:17 :     <none>, 1124353000, 23611413000, 17482
2019-01-09 07:18 :     <none>, 1124354000, 23611434000, 17482
2019-01-09 07:19 :     <none>, 1124355000, 23611455000, 17482
2019-01-09 07:20 :     <none>, 1124356000, 23611476000, 17482
2019-01-09 07:21 :     <none>, 1124357000, 23611497000, 17482
2019-01-09 07:22 :     <none>, 1124358000, 23611518000, 17482
2019-01-09 07:23 :     <none>, 1124359000, 23611539000, 17482
2019-01-09 07:24 :     <none>, 1124360000, 23611560000, 17482
2019-01-09 07:25 :     <none>, 1124361000, 23611581000, 17482
2019-01-09 07:26 :     <none>, 1124362000, 23611602000, 17482
2019-01-09 07:27 :     <none>, 1124363000, 23611623000, 17482
2019-01-09 07:28 :     <none>, 1124364000, 23611644000, 17482
2019-01-09 07:29 :     <none>, 1124365000, 23611665000, 17482
2019-01-09 07:30 :     <none>, 1124366000, 23611686000, 17482
2019-01-09 07:31 :     <none>, 1124367000, 23611707000, 17482
2019-01-09 07:32 :     <none>, 1124368000, 23611728000, 17482
2019-01-09 07:33 :     <none>, 1124369000, 23611749000, 17482
2019-01-09 07:34 :     <none>, 1124370000, 23611770000, 17482
2019-01-09 07:35 :     <none>, 1124371000, 23611791000, 17482
2019-01-09 07:36 :     <none>, 1124372000, 23611812000, 17482
