StartOfFile: 1/9/19 6:29:00 AM
EndOfFile:   1/23/19 6:29:00 AM
ID:          73860b1a-12e5-43f4-b14c-4c0dba6da010
Timestamp NL     :        raw,        kWh,      money, quality (kWh can be kWh, Wh or mWh depending on Precision setting)
2019-01-09 06:29 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:30 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:31 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:32 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:33 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:34 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:35 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:36 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:37 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:38 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:39 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:40 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:41 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:42 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:43 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:44 :     <none>, 1311354000, 27538434000,  7782
2019-01-09 06:45 :     <none>, 1311354000, 27538434000,  7782
2019-01-09 06:46 :     <none>, 1311354000, 27538434000,  7782
2019-01-09 06:47 :     <none>, 1311354000, 27538434000,  7782
2019-01-09 06:48 :     <none>, 1311354000, 27538434000,  7782
2019-01-09 06:49 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:50 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:51 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:52 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:53 :    1311354, 1311354000, 27538434000,     0
2019-01-09 06:54 :     <none>, 1311364000, 27538644000, 17482
2019-01-09 06:55 :     <none>, 1311374000, 27538854000, 17482
2019-01-09 06:56 :     <none>, 1311384000, 27539064000, 17482
2019-01-09 06:57 :     <none>, 1311394000, 27539274000, 17482
2019-01-09 06:58 :     <none>, 1311404000, 27539484000, 17482
2019-01-09 06:59 :     <none>, 1311414000, 27539694000, 17482
2019-01-09 07:00 :     <none>, 1311424000, 27539904000, 17482
2019-01-09 07:01 :     <none>, 1311434000, 27540114000, 17482
2019-01-09 07:02 :     <none>, 1311444000, 27540324000, 17482
2019-01-09 07:03 :     <none>, 1311454000, 27540534000, 17482
2019-01-09 07:04 :     <none>, 1311464000, 27540744000, 17482
2019-01-09 07:05 :     <none>, 1311474000, 27540954000, 17482
2019-01-09 07:06 :     <none>, 1311484000, 27541164000, 17482
2019-01-09 07:07 :     <none>, 1311494000, 27541374000, 17482
2019-01-09 07:08 :     <none>, 1311504000, 27541584000, 17482
2019-01-09 07:09 :     <none>, 1311514000, 27541794000, 17482
2019-01-09 07:10 :     <none>, 1311524000, 27542004000, 17482
2019-01-09 07:11 :     <none>, 1311534000, 27542214000, 17482
2019-01-09 07:12 :     <none>, 1311544000, 27542424000, 17482
2019-01-09 07:13 :     <none>, 1311554000, 27542634000, 17482
2019-01-09 07:14 :     <none>, 1311564000, 27542844000, 17482
2019-01-09 07:15 :     <none>, 1311574000, 27543054000, 17482
2019-01-09 07:16 :     <none>, 1311584000, 27543264000, 17482
2019-01-09 07:17 :     <none>, 1311594000, 27543474000, 17482
2019-01-09 07:18 :     <none>, 1311604000, 27543684000, 17482
2019-01-09 07:19 :     <none>, 1311614000, 27543894000, 17482
2019-01-09 07:20 :     <none>, 1311624000, 27544104000, 17482
2019-01-09 07:21 :     <none>, 1311634000, 27544314000, 17482
2019-01-09 07:22 :     <none>, 1311644000, 27544524000, 17482
2019-01-09 07:23 :     <none>, 1311654000, 27544734000, 17482
2019-01-09 07:24 :     <none>, 1311664000, 27544944000, 17482
2019-01-09 07:25 :     <none>, 1311674000, 27545154000, 17482
2019-01-09 07:26 :     <none>, 1311684000, 27545364000, 17482
2019-01-09 07:27 :     <none>, 1311694000, 27545574000, 17482
2019-01-09 07:28 :     <none>, 1311704000, 27545784000, 17482
2019-01-09 07:29 :     <none>, 1311714000, 27545994000, 17482
2019-01-09 07:30 :     <none>, 1311724000, 27546204000, 17482
2019-01-09 07:31 :     <none>, 1311734000, 27546414000, 17482
2019-01-09 07:32 :     <none>, 1311744000, 27546624000, 17482
2019-01-09 07:33 :     <none>, 1311754000, 27546834000, 17482
2019-01-09 07:34 :     <none>, 1311764000, 27547044000, 17482
2019-01-09 07:35 :     <none>, 1311774000, 27547254000, 17482
2019-01-09 07:36 :     <none>, 1311784000, 27547464000, 17482
2019-01-09 07:37 :     <none>, 1311794000, 27547674000, 17482
2019-01-09 07:38 :     <none>, 1311804000, 27547884000, 17482
2019-01-09 07:39 :     <none>, 1311814000, 27548094000, 17482
2019-01-09 07:40 :     <none>, 1311824000, 27548304000, 17482
2019-01-09 07:41 :     <none>, 1311834000, 27548514000, 17482
2019-01-09 07:42 :     <none>, 1311844000, 27548724000, 17482
2019-01-09 07:43 :     <none>, 1311854000, 27548934000, 17482
2019-01-09 07:44 :     <none>, 1311864000, 27549144000, 17482
2019-01-09 07:45 :     <none>, 1311874000, 27549354000, 17482
2019-01-09 07:46 :     <none>, 1311884000, 27549564000, 17482
2019-01-09 07:47 :     <none>, 1311894000, 27549774000, 17482
2019-01-09 07:48 :     <none>, 1311903000, 27549963000, 17482
2019-01-09 07:49 :    1311912, 1311912000, 27550152000,     0
2019-01-09 07:50 :    1311918, 1311918000, 27550278000,     0
2019-01-09 07:51 :    1311924, 1311924000, 27550404000,     0
2019-01-09 07:52 :    1311929, 1311929000, 27550509000,     0
2019-01-09 07:53 :    1311935, 1311935000, 27550635000,     0
2019-01-09 07:54 :    1311941, 1311941000, 27550761000,     0
2019-01-09 07:55 :    1311946, 1311946000, 27550866000,     0
2019-01-09 07:56 :    1311952, 1311952000, 27550992000,     0
2019-01-09 07:57 :    1311957, 1311957000, 27551097000,     0
